set,context,drug,tested,replicated,result
primary,EXPR_LOW:IL18,Fulvestrant,True,False,"{""res"": {""beta"": -0.016152218948003297, ""r"": -0.022938122130060946, ""p_two"": 0.6396483084509497, ""se"": 0.034474027286211614, ""df"": 417, ""n"": 460, ""n_pos"": 110, ""n_neg"": 350, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.31982415422547483, ""d_discovery"": 0.46195073390918096, ""d_holdout"": 0.0706451203055507, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:AREG,Fulvestrant,True,False,"{""res"": {""beta"": -0.015744270332804466, ""r"": -0.02312477536318189, ""p_two"": 0.6369258047657921, ""se"": 0.03333195879477954, ""df"": 417, ""n"": 460, ""n_pos"": 117, ""n_neg"": 343, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.31846290238289604, ""d_discovery"": 0.4587612338546748, ""d_holdout"": 0.06886087139882281, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:APOL6,Fulvestrant,True,False,"{""res"": {""beta"": -0.051486748261110826, ""r"": -0.07961201061715756, ""p_two"": 0.10366644850200916, ""se"": 0.031569533859455864, ""df"": 417, ""n"": 460, ""n_pos"": 77, ""n_neg"": 383, ""dep_sd"": 0.22863884834709797, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.05183322425100458, ""d_discovery"": 0.4539689954833895, ""d_holdout"": 0.22518810181788745, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IFIT3,GSK1904529A,True,False,"{""res"": {""beta"": -0.005677908090123772, ""r"": -0.007624374539357365, ""p_two"": 0.8785753843090338, ""se"": 0.03714141846904517, ""df"": 402, ""n"": 445, ""n_pos"": 57, ""n_neg"": 388, ""dep_sd"": 0.24069359108089722, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4392876921545169, ""d_discovery"": 0.4348976542502715, ""d_holdout"": 0.023589776797236884, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:MYLK,GSK1904529A,True,False,"{""res"": {""beta"": -0.01148397181232528, ""r"": -0.01705903745063955, ""p_two"": 0.7324676369354342, ""se"": 0.03357077499953648, ""df"": 402, ""n"": 445, ""n_pos"": 81, ""n_neg"": 364, ""dep_sd"": 0.24069359108089722, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3662338184677171, ""d_discovery"": 0.427960640864589, ""d_holdout"": 0.04771199665414237, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PADI1,GSK1904529A,True,False,"{""res"": {""beta"": 0.02151011559939955, ""r"": 0.04098242778806901, ""p_two"": 0.4113447450740717, ""se"": 0.026155740336105498, ""df"": 402, ""n"": 445, ""n_pos"": 235, ""n_neg"": 210, ""dep_sd"": 0.24069359108089722, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7943276274629641, ""d_discovery"": 0.4094117187844756, ""d_holdout"": 0.08936721373761046, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PPL,GSK2830371,True,True,"{""res"": {""beta"": -0.04995660400712719, ""r"": -0.11213838920225416, ""p_two"": 0.02076220129569645, ""se"": 0.021523875238752706, ""df"": 423, ""n"": 466, ""n_pos"": 117, ""n_neg"": 349, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010381100647848225, ""d_discovery"": 0.46757263831148693, ""d_holdout"": 0.3120381906947516, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GPR39,GSK2830371,True,True,"{""res"": {""beta"": -0.06786849151037495, ""r"": -0.13390018550138819, ""p_two"": 0.005696582099832917, ""se"": 0.024422393250339212, ""df"": 423, ""n"": 466, ""n_pos"": 56, ""n_neg"": 410, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0028482910499164583, ""d_discovery"": 0.4543959777250512, ""d_holdout"": 0.4239191537731059, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:KRT15,GSK2830371,True,False,"{""res"": {""beta"": -0.03161870851722076, ""r"": -0.07618686747261913, ""p_two"": 0.11681421337699327, ""se"": 0.020120081513431552, ""df"": 423, ""n"": 466, ""n_pos"": 90, ""n_neg"": 376, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.058407106688496635, ""d_discovery"": 0.4172537757428684, ""d_holdout"": 0.19749630291944395, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC148,GSK2830371,True,False,"{""res"": {""beta"": 0.013091286711318987, ""r"": 0.0379504071454001, ""p_two"": 0.4351880515817945, ""se"": 0.01676033685842344, ""df"": 423, ""n"": 466, ""n_pos"": 323, ""n_neg"": 143, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7824059742091027, ""d_discovery"": 0.39582732694121675, ""d_holdout"": 0.0817705987117024, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ABLIM3,GSK2830371,True,True,"{""res"": {""beta"": -0.04011098602826607, ""r"": -0.10207846845961427, ""p_two"": 0.035404475227239295, ""se"": 0.019005725859862158, ""df"": 423, ""n"": 466, ""n_pos"": 107, ""n_neg"": 359, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.017702237613619647, ""d_discovery"": 0.37938058166991445, ""d_holdout"": 0.2505406393408358, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:MMP7,GSK2830371,True,False,"{""res"": {""beta"": -0.024433052203350247, ""r"": -0.0767102326471749, ""p_two"": 0.11431498075328829, ""se"": 0.015440902147171764, ""df"": 423, ""n"": 466, ""n_pos"": 262, ""n_neg"": 204, ""dep_sd"": 0.16009772360203423, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.057157490376644145, ""d_discovery"": 0.3310325783085825, ""d_holdout"": 0.15261336422299884, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SYNC,Gefitinib,True,True,"{""res"": {""beta"": -0.06601761862254484, ""r"": -0.11545725718708824, ""p_two"": 0.01673787887693386, ""se"": 0.027485937798826472, ""df"": 427, ""n"": 470, ""n_pos"": 225, ""n_neg"": 245, ""dep_sd"": 0.2662025953599454, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00836893943846693, ""d_discovery"": 0.3954756464817924, ""d_holdout"": 0.247997652063757, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:MAF,Gemcitabine,True,True,"{""res"": {""beta"": -0.2776854668418408, ""r"": -0.09079056763787599, ""p_two"": 0.062406607752681954, ""se"": 0.14862450711680955, ""df"": 420, ""n"": 463, ""n_pos"": 336, ""n_neg"": 127, ""dep_sd"": 1.16797842310767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.031203303876340977, ""d_discovery"": 0.40676898334261374, ""d_holdout"": 0.23774879856341524, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:KHDRBS3,Gemcitabine,True,False,"{""res"": {""beta"": 0.08410851782022954, ""r"": 0.03090213576332964, ""p_two"": 0.5266816089206502, ""se"": 0.13274536815836593, ""df"": 420, ""n"": 463, ""n_pos"": 135, ""n_neg"": 328, ""dep_sd"": 1.16797842310767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7366591955396748, ""d_discovery"": 0.3739631896614758, ""d_holdout"": 0.07201204761680431, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TMEM86A,Gemcitabine,True,True,"{""res"": {""beta"": -0.31358882060050214, ""r"": -0.12768243010673172, ""p_two"": 0.008641767734159209, ""se"": 0.11885993919169714, ""df"": 420, ""n"": 463, ""n_pos"": 279, ""n_neg"": 184, ""dep_sd"": 1.16797842310767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0043208838670796045, ""d_discovery"": 0.35528352180004574, ""d_holdout"": 0.26848853916849624, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SPATA25,Gemcitabine,True,False,"{""res"": {""beta"": -0.08914232699849545, ""r"": -0.03833050124420562, ""p_two"": 0.43224092978945117, ""se"": 0.11339542938999211, ""df"": 420, ""n"": 463, ""n_pos"": 242, ""n_neg"": 221, ""dep_sd"": 1.16797842310767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.21612046489472558, ""d_discovery"": 0.3521196847143458, ""d_holdout"": 0.07632189536627927, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SLC16A1,Ibrutinib,True,True,"{""res"": {""beta"": -0.27981208824618015, ""r"": -0.11598930601162386, ""p_two"": 0.015505048781231615, ""se"": 0.11514984305620268, ""df"": 433, ""n"": 476, ""n_pos"": 6, ""n_neg"": 470, ""dep_sd"": 0.30408098956759005, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.007752524390615807, ""d_discovery"": 1.6309106800332946, ""d_holdout"": 0.9201893503572163, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NMT2,Ibrutinib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:SLC9B2,Ibrutinib,True,False,"{""res"": {""beta"": -0.031772138000275466, ""r"": -0.029311894060656804, ""p_two"": 0.542047323287653, ""se"": 0.05206812746691961, ""df"": 433, ""n"": 476, ""n_pos"": 31, ""n_neg"": 445, ""dep_sd"": 0.30408098956759005, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2710236616438265, ""d_discovery"": 0.8890035865515417, ""d_holdout"": 0.1044857754687531, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:MICB,Ibrutinib,True,False,"{""res"": {""beta"": -0.018728389100560735, ""r"": -0.022704473248428322, ""p_two"": 0.6367571576677862, ""se"": 0.03963082180291876, ""df"": 433, ""n"": 476, ""n_pos"": 60, ""n_neg"": 416, ""dep_sd"": 0.30408098956759005, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3183785788338931, ""d_discovery"": 0.5774354306889836, ""d_holdout"": 0.06159013467824122, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZEB1,Ibrutinib,True,True,"{""res"": {""beta"": -0.1537350268817331, ""r"": -0.2491891430798937, ""p_two"": 1.3974214642788394e-07, ""se"": 0.028713037347935715, ""df"": 433, ""n"": 476, ""n_pos"": 180, ""n_neg"": 296, ""dep_sd"": 0.30408098956759005, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.987107321394197e-08, ""d_discovery"": 0.4496061898727795, ""d_holdout"": 0.5055726341207576, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_DAM:PTEN,Ipatasertib,True,True,"{""res"": {""beta"": -0.10847902020655291, ""r"": -0.19428722247491956, ""p_two"": 4.334600411387666e-05, ""se"": 0.026260404066899886, ""df"": 435, ""n"": 478, ""n_pos"": 62, ""n_neg"": 416, ""dep_sd"": 0.16581985712683472, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.167300205693833e-05, ""d_discovery"": 0.7249118636096358, ""d_holdout"": 0.65419800792361, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SKAP1,Ipatasertib,True,False,"{""res"": {""beta"": -0.009241455234449142, ""r"": -0.023398952447536855, ""p_two"": 0.6268797530899936, ""se"": 0.0189969182073817, ""df"": 432, ""n"": 475, ""n_pos"": 347, ""n_neg"": 128, ""dep_sd"": 0.16589421895787196, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3134398765449968, ""d_discovery"": 0.40214548560132635, ""d_holdout"": 0.05570691548206369, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IL6R,Irinotecan,True,True,"{""res"": {""beta"": -0.14583949878883962, ""r"": -0.14211871635907705, ""p_two"": 0.003177670639220687, ""se"": 0.04915629819668677, ""df"": 427, ""n"": 470, ""n_pos"": 114, ""n_neg"": 356, ""dep_sd"": 0.4273070921763293, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0015888353196103434, ""d_discovery"": 0.3956076776388817, ""d_holdout"": 0.3412990363582793, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CRYAB,Irinotecan,True,True,"{""res"": {""beta"": -0.10895559046999635, ""r"": -0.11565726048021746, ""p_two"": 0.01654852426727766, ""se"": 0.045283333049383805, ""df"": 427, ""n"": 470, ""n_pos"": 217, ""n_neg"": 253, ""dep_sd"": 0.4273070921763293, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00827426213363883, ""d_discovery"": 0.3629333539653481, ""d_holdout"": 0.2549819379666078, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:LCAT,JQ1,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:MYOF,JQ1,True,True,"{""res"": {""beta"": -0.379902141312526, ""r"": -0.17283802469927348, ""p_two"": 0.000312205267323054, ""se"": 0.10452450050006572, ""df"": 429, ""n"": 472, ""n_pos"": 16, ""n_neg"": 456, ""dep_sd"": 0.33180731998026386, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.000156102633661527, ""d_discovery"": 0.5677116526326919, ""d_holdout"": 1.1449480419392883, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NOS1AP,JQ1,True,False,"{""res"": {""beta"": -0.021565978078163853, ""r"": -0.03078835462173827, ""p_two"": 0.5238137079138963, ""se"": 0.03380244359277048, ""df"": 429, ""n"": 472, ""n_pos"": 187, ""n_neg"": 285, ""dep_sd"": 0.33180731998026386, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2619068539569481, ""d_discovery"": 0.34983545944628774, ""d_holdout"": 0.06499548617386323, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SLC16A1,Lapatinib,True,False,"{""res"": {""beta"": -0.08061194289789382, ""r"": -0.05381705667294571, ""p_two"": 0.2627027502416067, ""se"": 0.0718796026560308, ""df"": 433, ""n"": 476, ""n_pos"": 6, ""n_neg"": 470, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.13135137512080336, ""d_discovery"": 1.3795310685853406, ""d_holdout"": 0.45079946749916167, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LIX1L,Lapatinib,True,True,"{""res"": {""beta"": -0.07774743037125426, ""r"": -0.16610408203462762, ""p_two"": 0.0005040369358242348, ""se"": 0.022181268159062656, ""df"": 433, ""n"": 476, ""n_pos"": 89, ""n_neg"": 387, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0002520184679121174, ""d_discovery"": 0.5730416417215871, ""d_holdout"": 0.43478049220552023, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PRKG1,Lapatinib,True,True,"{""res"": {""beta"": -0.0521545854424, ""r"": -0.12282327846838877, ""p_two"": 0.010346568295846703, ""se"": 0.020251962604007724, ""df"": 433, ""n"": 476, ""n_pos"": 377, ""n_neg"": 99, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.005173284147923352, ""d_discovery"": 0.4724432769101976, ""d_holdout"": 0.2916597528836851, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TLCD5,Lapatinib,True,True,"{""res"": {""beta"": -0.060866559634176184, ""r"": -0.11305972559715767, ""p_two"": 0.01833263951995979, ""se"": 0.025705928891964994, ""df"": 433, ""n"": 476, ""n_pos"": 54, ""n_neg"": 422, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.009166319759979894, ""d_discovery"": 0.47011277155370773, ""d_holdout"": 0.3403790019842021, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:MSRB3,Lapatinib,True,True,"{""res"": {""beta"": -0.0639365299911181, ""r"": -0.13824590345833657, ""p_two"": 0.0038655000678213653, ""se"": 0.022012155357151852, ""df"": 433, ""n"": 476, ""n_pos"": 99, ""n_neg"": 377, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0019327500339106826, ""d_discovery"": 0.4356514154431513, ""d_holdout"": 0.3575469420238136, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ATP8B3,Lapatinib,True,True,"{""res"": {""beta"": -0.03898533694891133, ""r"": -0.09527495048968765, ""p_two"": 0.04704237057900565, ""se"": 0.01957485245867988, ""df"": 433, ""n"": 476, ""n_pos"": 114, ""n_neg"": 362, ""dep_sd"": 0.17881996033645212, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.023521185289502825, ""d_discovery"": 0.4292522918740097, ""d_holdout"": 0.2180144592111524, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NCKAP5L,Linsitinib,True,False,"{""res"": {""beta"": -0.010655352938838068, ""r"": -0.00963186140284863, ""p_two"": 0.8430562573566598, ""se"": 0.05378575692539897, ""df"": 423, ""n"": 466, ""n_pos"": 13, ""n_neg"": 453, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4215281286783299, ""d_discovery"": 0.77405077891754, ""d_holdout"": 0.0597928511556395, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SP140L,Linsitinib,True,False,"{""res"": {""beta"": 0.1080055543140316, ""r"": 0.12660050723550811, ""p_two"": 0.008981166012814498, ""se"": 0.04114640530048581, ""df"": 423, ""n"": 466, ""n_pos"": 25, ""n_neg"": 441, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.9955094169935927, ""d_discovery"": 0.5678865621509139, ""d_holdout"": 0.6060765955055684, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:ALPK1,Linsitinib,True,False,"{""res"": {""beta"": -0.009875943961639018, ""r"": -0.013271737200219218, ""p_two"": 0.7849992114226835, ""se"": 0.03617782122921817, ""df"": 423, ""n"": 466, ""n_pos"": 34, ""n_neg"": 432, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.39249960571134174, ""d_discovery"": 0.5292023388219153, ""d_holdout"": 0.055419172946148496, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RIMKLB,Linsitinib,True,True,"{""res"": {""beta"": -0.06399527877299527, ""r"": -0.08791990266688708, ""p_two"": 0.07018965863572298, ""se"": 0.035253764854939675, ""df"": 423, ""n"": 466, ""n_pos"": 40, ""n_neg"": 426, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.03509482931786149, ""d_discovery"": 0.47900878573596956, ""d_holdout"": 0.35911153767513077, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TRIM34,Linsitinib,True,False,"{""res"": {""beta"": -0.029659869590339283, ""r"": -0.06063406566428402, ""p_two"": 0.21222526655599683, ""se"": 0.023740100490220087, ""df"": 423, ""n"": 466, ""n_pos"": 86, ""n_neg"": 380, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.10611263327799841, ""d_discovery"": 0.43831916705730756, ""d_holdout"": 0.16643729943911403, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:FBXL13,Linsitinib,True,False,"{""res"": {""beta"": -0.030771719719271503, ""r"": -0.07581739687188387, ""p_two"": 0.1186041523060963, ""se"": 0.019677090867232554, ""df"": 423, ""n"": 466, ""n_pos"": 328, ""n_neg"": 138, ""dep_sd"": 0.17820446312390112, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.05930207615304815, ""d_discovery"": 0.3642783084472254, ""d_holdout"": 0.17267648172131747, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:C11orf52,Luminespib,True,True,"{""res"": {""beta"": -0.3936368119670236, ""r"": -0.1896881632935814, ""p_two"": 6.860334683432128e-05, ""se"": 0.09791611823445615, ""df"": 433, ""n"": 476, ""n_pos"": 196, ""n_neg"": 280, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 3.430167341716064e-05, ""d_discovery"": 0.5011408916669782, ""d_holdout"": 0.4768983195704437, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ITGB6,Luminespib,True,True,"{""res"": {""beta"": -0.2266487563109343, ""r"": -0.11683760518337352, ""p_two"": 0.014761189595469147, ""se"": 0.09258530125781544, ""df"": 433, ""n"": 476, ""n_pos"": 238, ""n_neg"": 238, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.007380594797734574, ""d_discovery"": 0.4660724822370841, ""d_holdout"": 0.27458918406866517, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:LGALS4,Luminespib,True,True,"{""res"": {""beta"": -0.37702752028593783, ""r"": -0.1867745062646675, ""p_two"": 8.898346985293396e-05, ""se"": 0.09530179994649567, ""df"": 433, ""n"": 476, ""n_pos"": 365, ""n_neg"": 111, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 4.449173492646698e-05, ""d_discovery"": 0.4260141489899406, ""d_holdout"": 0.4567758537563757, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SOWAHB,Luminespib,True,True,"{""res"": {""beta"": -0.17596738559850342, ""r"": -0.092606843440808, ""p_two"": 0.05359933391364043, ""se"": 0.0909232309904969, ""df"": 433, ""n"": 476, ""n_pos"": 300, ""n_neg"": 176, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.026799666956820217, ""d_discovery"": 0.4246827454667484, ""d_holdout"": 0.21318776074774415, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:EPPK1,Luminespib,True,True,"{""res"": {""beta"": -0.29560720338888846, ""r"": -0.15485297976801463, ""p_two"": 0.0011953534719586335, ""se"": 0.0906318781343944, ""df"": 433, ""n"": 476, ""n_pos"": 259, ""n_neg"": 217, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0005976767359793168, ""d_discovery"": 0.42299986468283235, ""d_holdout"": 0.35813362537061, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GADD45G,Luminespib,True,True,"{""res"": {""beta"": -0.3137678809862892, ""r"": -0.1821614992862241, ""p_two"": 0.0001332579043302809, ""se"": 0.08139170118177334, ""df"": 433, ""n"": 476, ""n_pos"": 273, ""n_neg"": 203, ""dep_sd"": 0.8254103564918908, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.662895216514045e-05, ""d_discovery"": 0.3876068965572986, ""d_holdout"": 0.38013562407896906, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:HGD,MG-132,True,True,"{""res"": {""beta"": -0.23466705818850583, ""r"": -0.10399268866669124, ""p_two"": 0.0335420185219169, ""se"": 0.11003770710955627, ""df"": 416, ""n"": 459, ""n_pos"": 331, ""n_neg"": 128, ""dep_sd"": 0.8885225562081035, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01677100926095845, ""d_discovery"": 0.49070289723091204, ""d_holdout"": 0.26410928630780167, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:STK32A,MK-1775,True,False,"{""res"": {""beta"": 0.0034129572234273303, ""r"": 0.007022064780233174, ""p_two"": 0.8838920510849066, ""se"": 0.02335669327824008, ""df"": 433, ""n"": 476, ""n_pos"": 357, ""n_neg"": 119, ""dep_sd"": 0.19312082430734873, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5580539744575467, ""d_discovery"": 0.428253986872292, ""d_holdout"": 0.017672652525528076, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TMEM191C,MK-1775,True,True,"{""res"": {""beta"": -0.04265170771468576, ""r"": -0.11131440866221216, ""p_two"": 0.020222874907985897, ""se"": 0.01829926450608702, ""df"": 433, ""n"": 476, ""n_pos"": 223, ""n_neg"": 253, ""dep_sd"": 0.19312082430734873, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010111437453992948, ""d_discovery"": 0.3310073717166428, ""d_holdout"": 0.2208550417473687, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:IRS2,MK-2206,True,True,"{""res"": {""beta"": -0.05761644156210578, ""r"": -0.09364075962766404, ""p_two"": 0.051784264068471586, ""se"": 0.029541653766245884, ""df"": 430, ""n"": 473, ""n_pos"": 60, ""n_neg"": 413, ""dep_sd"": 0.18932585855262915, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.025892132034235793, ""d_discovery"": 0.475256033790608, ""d_holdout"": 0.3043242059091968, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TNFSF12,MK-2206,True,False,"{""res"": {""beta"": -0.02737146608887098, ""r"": -0.06449619983252822, ""p_two"": 0.18088412721344113, ""se"": 0.02042323532519166, ""df"": 430, ""n"": 473, ""n_pos"": 158, ""n_neg"": 315, ""dep_sd"": 0.18932585855262915, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.09044206360672057, ""d_discovery"": 0.3666526865410008, ""d_holdout"": 0.1445733102605327, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:BTC,MK-8776,True,True,"{""res"": {""beta"": -0.05670362955013152, ""r"": -0.12182994903811568, ""p_two"": 0.010986327879859488, ""se"": 0.022200649168142083, ""df"": 433, ""n"": 476, ""n_pos"": 233, ""n_neg"": 243, ""dep_sd"": 0.21609825961017767, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.005493163939929744, ""d_discovery"": 0.36284282901652404, ""d_holdout"": 0.26239743740842664, ""magnitude_ok"": true, ""replicated"": true}}"
