set,context,drug,tested,replicated,result
primary,EXPR_LOW:PCDHGA4,VE-822,True,False,"{""res"": {""beta"": -0.08006224638066708, ""r"": -0.0638350652669459, ""p_two"": 0.18694836917614693, ""se"": 0.060571434994884245, ""df"": 427, ""n"": 470, ""n_pos"": 348, ""n_neg"": 122, ""dep_sd"": 0.5302820813842548, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.09347418458807347, ""d_discovery"": 0.40698420487899256, ""d_holdout"": 0.15098048603051345, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZNF805,VE-822,True,True,"{""res"": {""beta"": -0.12995781907753945, ""r"": -0.11080512815898207, ""p_two"": 0.021709810411801974, ""se"": 0.05640869198142054, ""df"": 427, ""n"": 470, ""n_pos"": 127, ""n_neg"": 343, ""dep_sd"": 0.5302820813842548, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010854905205900987, ""d_discovery"": 0.3943948179060473, ""d_holdout"": 0.24507299725892298, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:RORA,VE-822,True,True,"{""res"": {""beta"": -0.11104602241859761, ""r"": -0.10631463283454012, ""p_two"": 0.02767654095108556, ""se"": 0.05026060103790377, ""df"": 427, ""n"": 470, ""n_pos"": 214, ""n_neg"": 256, ""dep_sd"": 0.5302820813842548, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01383827047554278, ""d_discovery"": 0.35646861029033783, ""d_holdout"": 0.20940934328522232, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZNF610,VE-822,True,True,"{""res"": {""beta"": -0.1305572641415212, ""r"": -0.11390411214341495, ""p_two"": 0.018273952862842745, ""se"": 0.05510765923583082, ""df"": 427, ""n"": 470, ""n_pos"": 271, ""n_neg"": 199, ""dep_sd"": 0.5302820813842548, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.009136976431421372, ""d_discovery"": 0.35568635658746467, ""d_holdout"": 0.2462034240355867, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:KLHL36,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:SNTB2,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:MRTFB,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:B9D1,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:IPP,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:TRIM32,Venetoclax,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:C11orf52,Vinblastine,True,True,"{""res"": {""beta"": -0.7686102984317934, ""r"": -0.2852790466955214, ""p_two"": 1.776387707482368e-09, ""se"": 0.12496527753293027, ""df"": 427, ""n"": 470, ""n_pos"": 192, ""n_neg"": 278, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.88193853741184e-10, ""d_discovery"": 0.5423379335294524, ""d_holdout"": 0.7063188655244917, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:KLK7,Vinblastine,True,True,"{""res"": {""beta"": -0.46986010133460465, ""r"": -0.16629199407009804, ""p_two"": 0.0005434911643902957, ""se"": 0.13483229369714686, ""df"": 427, ""n"": 470, ""n_pos"": 366, ""n_neg"": 104, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0002717455821951478, ""d_discovery"": 0.5190216582313939, ""d_holdout"": 0.43178064931864946, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PRSS22,Vinblastine,True,True,"{""res"": {""beta"": -0.6357710237385702, ""r"": -0.22869027862200395, ""p_two"": 1.6974723356657806e-06, ""se"": 0.13097086713149825, ""df"": 427, ""n"": 470, ""n_pos"": 236, ""n_neg"": 234, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.487361678328903e-07, ""d_discovery"": 0.5092418974027474, ""d_holdout"": 0.5842454480984566, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:UPK2,Vinblastine,True,True,"{""res"": {""beta"": -0.5906681468262622, ""r"": -0.22364636533413634, ""p_two"": 2.8953927985236016e-06, ""se"": 0.12457345990042992, ""df"": 427, ""n"": 470, ""n_pos"": 340, ""n_neg"": 130, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.4476963992618008e-06, ""d_discovery"": 0.506219015344322, ""d_holdout"": 0.5427978992982513, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:FAM110C,Vinblastine,True,True,"{""res"": {""beta"": -0.44479694520590124, ""r"": -0.17467016242245362, ""p_two"": 0.0002777093166130984, ""se"": 0.12133912982777567, ""df"": 427, ""n"": 470, ""n_pos"": 199, ""n_neg"": 271, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0001388546583065492, ""d_discovery"": 0.4995761894224629, ""d_holdout"": 0.4087487174808796, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TMEM125,Vinblastine,True,True,"{""res"": {""beta"": -0.6531256761246523, ""r"": -0.24765098984123385, ""p_two"": 2.0404736927156296e-07, ""se"": 0.12365138534694901, ""df"": 427, ""n"": 470, ""n_pos"": 260, ""n_neg"": 210, ""dep_sd"": 1.0881916595290795, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.0202368463578148e-07, ""d_discovery"": 0.48238853517169394, ""d_holdout"": 0.6001936059749767, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:C11orf52,Vinorelbine,True,False,"{""res"": {""beta"": -0.0653044077497809, ""r"": -0.05489612050823417, ""p_two"": 0.2588003528223315, ""se"": 0.05775309696821215, ""df"": 423, ""n"": 466, ""n_pos"": 193, ""n_neg"": 273, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.12940017641116575, ""d_discovery"": 0.511055372075554, ""d_holdout"": 0.1366671851872233, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC148,Vinorelbine,True,True,"{""res"": {""beta"": -0.11846160757765913, ""r"": -0.11051590753703355, ""p_two"": 0.022689803687632557, ""se"": 0.05179813564666623, ""df"": 423, ""n"": 466, ""n_pos"": 329, ""n_neg"": 137, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.011344901843816278, ""d_discovery"": 0.4671534086012398, ""d_holdout"": 0.24791304321179503, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:STK32A,Vinorelbine,True,False,"{""res"": {""beta"": -0.08953974414724408, ""r"": -0.0747011697425686, ""p_two"": 0.12414216530981852, ""se"": 0.05811699228821757, ""df"": 423, ""n"": 466, ""n_pos"": 348, ""n_neg"": 118, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.06207108265490926, ""d_discovery"": 0.4496196805580691, ""d_holdout"": 0.1873861997474291, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TTYH1,Vinorelbine,True,False,"{""res"": {""beta"": 0.041203908904469476, ""r"": 0.040635402310594024, ""p_two"": 0.4033809640886586, ""se"": 0.049261180275749696, ""df"": 423, ""n"": 466, ""n_pos"": 323, ""n_neg"": 143, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7983095179556707, ""d_discovery"": 0.4234371561157161, ""d_holdout"": 0.0862303547757617, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LGALS4,Vinorelbine,True,False,"{""res"": {""beta"": -0.07609016715179052, ""r"": -0.06610006947741684, ""p_two"": 0.1737785370372855, ""se"": 0.05584773906366329, ""df"": 423, ""n"": 466, ""n_pos"": 357, ""n_neg"": 109, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.08688926851864275, ""d_discovery"": 0.4160544880709122, ""d_holdout"": 0.15923931206765168, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TTC39A,Vinorelbine,True,False,"{""res"": {""beta"": 0.009770728900273166, ""r"": 0.009402110367702702, ""p_two"": 0.8467530934115367, ""se"": 0.05052568827300169, ""df"": 423, ""n"": 466, ""n_pos"": 181, ""n_neg"": 285, ""dep_sd"": 0.4778353169439979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5766234532942316, ""d_discovery"": 0.40726460379144985, ""d_holdout"": 0.02044790025727272, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SP100,Vorinostat,True,False,"{""res"": {""beta"": 0.019524027212789796, ""r"": 0.021060740009315917, ""p_two"": 0.6617237279301103, ""se"": 0.04459206310393888, ""df"": 432, ""n"": 475, ""n_pos"": 22, ""n_neg"": 453, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.6691381360349449, ""d_discovery"": 0.6344823625789063, ""d_holdout"": 0.11372861011258366, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:GBP3,Vorinostat,True,False,"{""res"": {""beta"": -0.018078023675747523, ""r"": -0.03134297177941198, ""p_two"": 0.5148950815777088, ""se"": 0.027736744079474882, ""df"": 432, ""n"": 475, ""n_pos"": 55, ""n_neg"": 420, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2574475407888544, ""d_discovery"": 0.49300198206950585, ""d_holdout"": 0.10530555421876846, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ERAP2,Vorinostat,True,False,"{""res"": {""beta"": -0.0003875388888944564, ""r"": -0.0007183515345714883, ""p_two"": 0.9880943922397492, ""se"": 0.02595591124575035, ""df"": 432, ""n"": 475, ""n_pos"": 57, ""n_neg"": 418, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4940471961198746, ""d_discovery"": 0.4511225912503255, ""d_holdout"": 0.0022574368862623463, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IFIT2,Vorinostat,True,False,"{""res"": {""beta"": 0.014628812600045995, ""r"": 0.03381303772942661, ""p_two"": 0.4823143332990907, ""se"": 0.020803413567131706, ""df"": 432, ""n"": 475, ""n_pos"": 104, ""n_neg"": 371, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7588428333504547, ""d_discovery"": 0.40058170634225443, ""d_holdout"": 0.08521369625580201, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:DDX60,Vorinostat,True,False,"{""res"": {""beta"": -0.018162062972355206, ""r"": -0.040367120171266146, ""p_two"": 0.4015414775003568, ""se"": 0.021629247250559827, ""df"": 432, ""n"": 475, ""n_pos"": 94, ""n_neg"": 381, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2007707387501784, ""d_discovery"": 0.39460436508363916, ""d_holdout"": 0.10579508807845135, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:APOL6,Vorinostat,True,False,"{""res"": {""beta"": -0.010284752034923253, ""r"": -0.021575523896892174, ""p_two"": 0.6539860695284574, ""se"": 0.022929231315438264, ""df"": 432, ""n"": 475, ""n_pos"": 81, ""n_neg"": 394, ""dep_sd"": 0.1716720814002943, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3269930347642287, ""d_discovery"": 0.39244513950394944, ""d_holdout"": 0.059909287235481855, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IL18,ZM447439,True,False,"{""res"": {""beta"": -0.024170754410964886, ""r"": -0.0399902842215464, ""p_two"": 0.407591140127885, ""se"": 0.029158120339341065, ""df"": 429, ""n"": 472, ""n_pos"": 114, ""n_neg"": 358, ""dep_sd"": 0.19764795930052884, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2037955700639425, ""d_discovery"": 0.45611059687750627, ""d_holdout"": 0.1222919502761606, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SMIM6,ZM447439,True,False,"{""res"": {""beta"": 0.012641557728517463, ""r"": 0.025071566739097117, ""p_two"": 0.6037124407343983, ""se"": 0.024336265453563977, ""df"": 429, ""n"": 472, ""n_pos"": 329, ""n_neg"": 143, ""dep_sd"": 0.19764795930052884, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.6981437796328008, ""d_discovery"": 0.4370142134794954, ""d_holdout"": 0.06395997091624735, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:C14orf28,ZM447439,True,False,"{""res"": {""beta"": -0.015694025766180418, ""r"": -0.03809119394231194, ""p_two"": 0.43023856667558336, ""se"": 0.01987768634399595, ""df"": 429, ""n"": 472, ""n_pos"": 180, ""n_neg"": 292, ""dep_sd"": 0.19764795930052884, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.21511928333779168, ""d_discovery"": 0.33465500746519, ""d_holdout"": 0.07940393526814636, ""magnitude_ok"": false, ""replicated"": false}}"
placebo,MUT_DAM:UBASH3B,Ruxolitinib,False,False,"{""res"": null, ""rep"": null}"
gold,MUT_HOT:BRAF,Dabrafenib,True,True,"{""res"": {""beta"": -0.5990252175114585, ""r"": -0.4075921367488189, ""p_two"": 7.69104060117374e-19, ""se"": 0.06449472325836621, ""df"": 433, ""n"": 476, ""n_pos"": 49, ""n_neg"": 427, ""dep_sd"": 0.39549764589621306, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 3.84552030058687e-19, ""d_discovery"": 1.7188133969333492, ""d_holdout"": 1.5146113351801225, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:BRAF,Trametinib,True,True,"{""res"": {""beta"": -0.25195447775179874, ""r"": -0.09682799249563656, ""p_two"": 0.042823202483048675, ""se"": 0.12403161705562672, ""df"": 436, ""n"": 479, ""n_pos"": 49, ""n_neg"": 430, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.021411601241524338, ""d_discovery"": 0.5801809058096934, ""d_holdout"": 0.3729776346057642, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:NRAS,Trametinib,True,True,"{""res"": {""beta"": -0.49198308446706973, ""r"": -0.17124361006071195, ""p_two"": 0.000317911255706228, ""se"": 0.13555939245308474, ""df"": 436, ""n"": 479, ""n_pos"": 20, ""n_neg"": 459, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.000158955627853114, ""d_discovery"": 0.6042018029536521, ""d_holdout"": 0.7283009563788773, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:NRAS,Selumetinib,True,True,"{""res"": {""beta"": -0.28874126750133766, ""r"": -0.1576742279417969, ""p_two"": 0.0009290261618179517, ""se"": 0.08660403517855098, ""df"": 436, ""n"": 479, ""n_pos"": 21, ""n_neg"": 458, ""dep_sd"": 0.41353445496355434, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00046451308090897587, ""d_discovery"": 0.7034203125962931, ""d_holdout"": 0.6982278357598644, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:KRAS,Trametinib,True,True,"{""res"": {""beta"": -0.36311517854110187, ""r"": -0.20181836838789274, ""p_two"": 2.0854220967865344e-05, ""se"": 0.0843938405753759, ""df"": 436, ""n"": 479, ""n_pos"": 99, ""n_neg"": 380, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.0427110483932672e-05, ""d_discovery"": 0.44000834922467863, ""d_holdout"": 0.537532976552718, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:EGFR,Erlotinib,True,True,"{""res"": {""beta"": -0.3426177827748717, ""r"": -0.17991496747827476, ""p_two"": 0.0001533903957551555, ""se"": 0.08971274781634982, ""df"": 436, ""n"": 479, ""n_pos"": 6, ""n_neg"": 473, ""dep_sd"": 0.22833305259732284, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 7.669519787757775e-05, ""d_discovery"": 0.47223859094396026, ""d_holdout"": 1.5005176818578951, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:EGFR,Gefitinib,True,True,"{""res"": {""beta"": -0.3942444646550933, ""r"": -0.17645766380516714, ""p_two"": 0.0002278596566504282, ""se"": 0.10605275820939547, ""df"": 430, ""n"": 473, ""n_pos"": 6, ""n_neg"": 467, ""dep_sd"": 0.26748381210367794, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0001139298283252141, ""d_discovery"": 1.1566757217243422, ""d_holdout"": 1.4739002766353664, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:EGFR,Afatinib,True,True,"{""res"": {""beta"": -0.4074470994571636, ""r"": -0.11457001753221316, ""p_two"": 0.01669712167079302, ""se"": 0.1695845081880414, ""df"": 434, ""n"": 477, ""n_pos"": 6, ""n_neg"": 471, ""dep_sd"": 0.4490191442952739, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00834856083539651, ""d_discovery"": 0.5783519882778491, ""d_holdout"": 0.9074158744314639, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:PIK3CA,Alpelisib,True,True,"{""res"": {""beta"": -0.1226210957744125, ""r"": -0.22788756649674974, ""p_two"": 1.955119192853291e-06, ""se"": 0.025413803688995137, ""df"": 425, ""n"": 468, ""n_pos"": 67, ""n_neg"": 401, ""dep_sd"": 0.17960528623611244, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 9.775595964266456e-07, ""d_discovery"": 0.9548657942237498, ""d_holdout"": 0.6827254272082646, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:PIK3CA,Pictilisib,True,False,"{""res"": {""beta"": 0.010534466050237263, ""r"": 0.013514113712415439, ""p_two"": 0.7804157716445805, ""se"": 0.037764218165167555, ""df"": 426, ""n"": 469, ""n_pos"": 69, ""n_neg"": 400, ""dep_sd"": 0.2575884055014208, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.6097921141777097, ""d_discovery"": 0.4908232393102893, ""d_holdout"": 0.04089650708358128, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_HOT:ERBB2,Lapatinib,True,False,"{""res"": {""beta"": -0.007807252591617928, ""r"": -0.006161452059014228, ""p_two"": 0.8976881188698277, ""se"": 0.060682528479526925, ""df"": 436, ""n"": 479, ""n_pos"": 8, ""n_neg"": 471, ""dep_sd"": 0.17905439513071852, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.44884405943491384, ""d_discovery"": 0.49604324144162143, ""d_holdout"": 0.043602686132994666, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_HOT:JAK2,Ruxolitinib,False,False,"{""res"": null, ""rep"": null}"
gold,MUT_HOT:ALK,Crizotinib,False,False,"{""res"": null, ""rep"": null}"
